ID,CommonName,Dive Number,FS,Total Indices On Whale,Total Seconds on Whale,Deployment Start (Local Time),Deployment End (Local Time),Dive Start (Index),Seconds From Deployment Start,Dive Start (Local Time),Dive End (Index),Dive End (Local Time),Dive Time (Indices),Dive Time (s),Descending Time (s),Bottom Time (s),Ascending Time (s),Fluking Time (%),Non-Fluking Time (%),Max Depth (m),Mean Depth (m),Fluking During Bottom (%),Non-Fluking During Bottom (%),Dive Dominant Stroking Frequency (Hz),Bottom Dominant Stroking Frequency (Hz),Gape Area (AO),Posterior Opening (PO),Speed,Pressure Differential,Volume Flow Rate (m3 per s),Volume Per Day (Continuous Filtering)
eg16_025a,North Atlantic Right Whale,297,5,89927,17985.4,14:28:47,19:28:32,54092,10818.4,17:29:05,55813,5:59:00,1721,344.2,91.6,228,24.8,19.33797909,80.66202091,12.8224985,9.031794746,27.89473684,72.10526316,0.162912181,0.162912181,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,298,5,89927,17985.4,14:28:47,19:28:32,56790,11358,17:38:05,59948,7:07:55,3158,631.6,36.4,572.4,23,66.19183286,33.80816714,18.5907082,13.45177093,65.86303284,34.13696716,0.17368925,0.172890814,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,299,5,89927,17985.4,14:28:47,19:28:32,60655,12131,17:50:58,63610,8:08:57,2955,591,39.2,511,41,37.95669824,62.04330176,13.60572294,10.47667537,34.95107632,65.04892368,0.161462983,0.160963818,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,300,5,89927,17985.4,14:28:47,19:28:32,64484,12896.8,18:03:44,66879,9:03:26,2395,479,32,426,21.2,64.27378965,35.72621035,16.28352927,13.57638277,67.32394366,32.67605634,0.183734868,0.183166154,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,301,5,89927,17985.4,14:28:47,19:28:32,77012,15402.4,18:45:29,79391,12:31:58,2379,475.8,39.2,364.6,72.2,38.27731092,61.72268908,19.2349784,13.88565936,36.14920461,63.85079539,0.189822669,0.197216861,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,302,5,89927,17985.4,14:28:47,19:28:32,80254,16050.8,18:56:18,83271,13:36:38,3017,603.4,34.2,522,47.4,63.45261763,36.54738237,14.82135613,12.91581162,66.20689655,33.79310345,0.189727029,0.191814997,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,303,5,89927,17985.4,14:28:47,19:28:32,83975,16795,19:08:42,86739,14:34:26,2764,552.8,40.2,438.2,74.6,67.88426763,32.11573237,19.48233952,15.72672159,67.2752168,32.7247832,0.177283564,0.185533415,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,304,5,117490,23498,10:40:29,17:12:07,6729,1345.8,11:02:55,7792,12:50:21,1063,212.6,13,189.8,10,84.21052632,15.78947368,6.765699883,6.225837787,82.2971549,17.7028451,0.166222321,0.168404419,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,305,5,117490,23498,10:40:29,17:12:07,8087,1617.4,11:07:26,8407,13:00:36,320,64,20.8,31.6,11.8,74.14330218,25.85669782,6.858097755,6.257282659,64.55696203,35.44303797,0.172109712,0.185185185,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,306,5,117490,23498,10:40:29,17:12:07,8974,1794.8,11:10:24,9317,13:15:46,343,68.6,11.8,41.6,15.4,100,0,7.195247742,6.418210017,100,0,0.150855372,0.140625,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,307,5,117490,23498,10:40:29,17:12:07,9463,1892.6,11:12:02,10945,13:42:54,1482,296.4,14.4,250.8,31.4,85.50236008,14.49763992,7.45486571,6.796804256,92.34449761,7.655502392,0.159727909,0.162215986,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,308,5,117490,23498,10:40:29,17:12:07,11240,2248,11:17:57,12265,14:04:54,1025,205,21.8,165.8,17.6,62.86549708,37.13450292,7.642763504,6.981902491,73.58262967,26.41737033,0.188732592,0.188732592,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,309,5,117490,23498,10:40:29,17:12:07,12731,2546.2,11:22:55,14200,14:37:09,1469,293.8,27.2,234.2,32.6,71.15646259,28.84353741,7.803431487,6.991420142,63.79163108,36.20836892,0.182365611,0.179464732,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,310,5,117490,23498,10:40:29,17:12:07,14645,2929,11:29:18,16305,15:12:14,1660,332,22.2,285.2,24.8,52.1974714,47.8025286,8.642944657,7.750222598,49.64936886,50.35063114,0.178637581,0.181630309,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,311,5,117490,23498,10:40:29,17:12:07,16763,3352.6,11:36:22,18631,15:51:00,1868,373.6,29.2,326,18.6,73.99678973,26.00321027,7.963694015,7.265194867,70.24539877,29.75460123,0.17575686,0.179940073,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,312,5,117490,23498,10:40:29,17:12:07,19221,3844.2,11:44:33,20529,16:22:38,1308,261.6,29.2,222.6,10,50.57295646,49.42704354,8.828719044,7.856275349,50.31446541,49.68553459,0.169043985,0.155749426,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,313,5,117490,23498,10:40:29,17:12:07,23035,4607,11:57:16,25215,17:40:44,2180,436,51.8,335.4,49,38.37689133,61.62310867,8.324911219,7.390585125,30.23255814,69.76744186,0.15932251,0.157667946,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,314,5,117490,23498,10:40:29,17:12:07,26287,5257.4,12:08:06,29217,18:47:26,2930,586,42.2,512.4,31.6,45.0017059,54.9982941,8.753250248,7.389241277,44.73067916,55.26932084,0.159189378,0.158999274,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,315,5,117490,23498,10:40:29,17:12:07,29909,5981.8,12:20:11,31512,19:25:41,1603,320.6,43.4,241.4,36,74.6882793,25.3117207,8.187253527,7.031495091,69.84258492,30.15741508,0.15038523,0.154197698,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,316,5,117490,23498,10:40:29,17:12:07,32598,6519.6,12:29:09,36362,20:46:31,3764,752.8,53.4,651.2,48.4,43.79814077,56.20185923,9.241312586,7.322423658,48.95577396,51.04422604,0.160384391,0.160384391,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,317,5,117490,23498,10:40:29,17:12:07,37155,7431,12:44:20,40597,21:57:06,3442,688.4,42,560.4,86.2,48.30090038,51.69909962,10.96064518,9.202811383,42.89793005,57.10206995,0.165878273,0.170015334,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,318,5,117490,23498,10:40:29,17:12:07,41404,8280.8,12:58:30,43224,22:40:53,1820,364,39.2,274,51,59.85722131,40.14277869,11.32522412,9.323552585,51.53284672,48.46715328,0.167250325,0.171228297,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,319,5,117490,23498,10:40:29,17:12:07,43479,8695.8,13:05:25,45455,23:18:04,1976,395.2,48.6,286.8,60,83.35862418,16.64137582,9.718282055,7.223301176,88.84239888,11.15760112,0.170787531,0.179377758,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,320,5,117490,23498,10:40:29,17:12:07,46153,9230.6,13:14:20,47152,23:46:21,999,199.8,31,138.8,30.2,68.9,31.1,11.06896605,8.662881028,71.46974063,28.53025937,0.157961421,0.165987876,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,321,5,117490,23498,10:40:29,17:12:07,47730,9546,13:19:35,50052,0:34:41,2322,464.4,35.8,349.6,79.2,55.61773569,44.38226431,12.02814216,9.692718754,55.7208238,44.2791762,0.163858434,0.16852975,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,322,5,117490,23498,10:40:29,17:12:07,50956,10191.2,13:30:20,54181,1:43:30,3225,645,68,509,68.2,44.85430874,55.14569126,11.66393188,9.462500945,35.16699411,64.83300589,0.171806795,0.167405086,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,323,5,117490,23498,10:40:29,17:12:07,54949,10989.8,13:43:39,57892,2:45:21,2943,588.6,37.2,515.8,35.8,42.1875,57.8125,10.99498645,9.347804935,39.66653742,60.33346258,0.156872949,0.153762658,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,324,5,117490,23498,10:40:29,17:12:07,59648,11929.6,13:59:19,64088,4:28:37,4440,888,49.6,810.8,27.8,49.31321774,50.68678226,12.17607457,9.24946891,52.61470153,47.38529847,0.171097353,0.170883808,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,325,5,117490,23498,10:40:29,17:12:07,69312,13862.4,14:31:31,72388,6:46:57,3076,615.2,34.4,526.8,54.2,16.34709132,83.65290868,12.43411897,10.86064012,8.352315869,91.64768413,0.188011684,0.195476161,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,326,5,117490,23498,10:40:29,17:12:07,74341,14868.2,14:48:17,76989,8:03:38,2648,529.6,62,431.2,36.6,68.10117025,31.89882975,11.87534557,9.380551872,69.10946197,30.89053803,0.156562041,0.159193206,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,327,5,117490,23498,10:40:29,17:12:07,77882,15576.4,15:00:05,80123,8:55:52,2241,448.2,43.6,357.2,47.6,63.55932203,36.44067797,10.77403396,8.768286928,58.00671892,41.99328108,0.186097277,0.187736856,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,328,5,117490,23498,10:40:29,17:12:07,81286,16257.2,15:11:26,82103,9:28:52,817,163.4,35.8,75.2,52.6,63.56968215,36.43031785,10.48122969,8.945966808,76.59574468,23.40425532,0.177504865,0.179934558,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,329,5,117490,23498,10:40:29,17:12:07,82778,16555.6,15:16:25,84677,10:11:46,1899,379.8,36,271,73,66.36842105,33.63157895,11.54147144,9.301906338,82.65682657,17.34317343,0.192143142,0.195027152,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,330,5,117490,23498,10:40:29,17:12:07,85659,17131.8,15:26:01,86831,10:47:40,1172,234.4,66.6,151.8,16.2,83.97271952,16.02728048,11.5524515,7.847759083,85.90250329,14.09749671,0.159380735,0.161695182,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,331,5,117490,23498,10:40:29,17:12:07,87739,17547.8,15:32:57,90069,11:41:38,2330,466,31.4,345.6,89.2,51.26555127,48.73444873,12.10875846,10.28528565,39.23611111,60.76388889,0.168974518,0.155436063,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,332,5,117490,23498,10:40:29,17:12:07,91124,18224.8,15:44:14,94959,13:03:08,3835,767,47,629.2,91,72.75808133,27.24191867,12.19481743,8.68767147,78.83026065,21.16973935,0.186078871,0.186122526,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,333,5,117490,23498,10:40:29,17:12:07,95776,19155.2,15:59:44,100206,14:30:35,4430,886,50.4,789.2,46.6,37.93726021,62.06273979,11.96967356,9.599808014,33.45159655,66.54840345,0.159985165,0.16329119,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,334,5,117490,23498,10:40:29,17:12:07,101889,20377.8,16:20:07,104926,15:49:15,3037,607.4,65.6,503.2,38.8,25.74061883,74.25938117,11.38724913,9.238225773,25.11923688,74.88076312,0.175732012,0.177380256,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_031a,North Atlantic Right Whale,335,5,117490,23498,10:40:29,17:12:07,106454,21290.8,16:35:20,111286,17:35:15,4832,966.4,54,861.8,50.8,45.81005587,54.18994413,12.31685914,9.808781852,46.06637271,53.93362729,0.159915488,0.161769853,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_032a,North Atlantic Right Whale,336,5,30657,6131.4,15:53:35,17:35:46,1484,296.8,15:58:32,2483,16:34:58,999,199.8,49.6,116,34.4,57.6,42.4,11.40273118,10.11143651,68.44827586,31.55172414,0.211262169,0.21917138,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_032a,North Atlantic Right Whale,337,5,30657,6131.4,15:53:35,17:35:46,11371,2274.2,16:31:29,12237,19:17:32,866,173.2,88.4,61.4,23.6,31.60322953,68.39677047,11.411208,9.111527798,61.23778502,38.76221498,0.155797362,0.16143352,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_032a,North Atlantic Right Whale,338,5,30657,6131.4,15:53:35,17:35:46,12699,2539.8,16:35:55,13546,19:39:21,847,169.4,45,85,39.6,88.91509434,11.08490566,12.0539137,10.02234194,100,0,0.162377346,0.144702218,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_032a,North Atlantic Right Whale,339,5,30657,6131.4,15:53:35,17:35:46,15208,3041.6,16:44:17,16203,20:23:38,995,199,48,117.6,33.6,59.53815261,40.46184739,12.69252773,10.19454449,61.73469388,38.26530612,0.188834855,0.199091851,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_032a,North Atlantic Right Whale,340,5,30657,6131.4,15:53:35,17:35:46,21411,4282.2,17:04:57,22543,22:09:18,1132,226.4,54.8,106.6,65.2,53.309797,46.690203,11.78694661,10.04447528,60.22514071,39.77485929,0.187533978,0.168588137,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_032a,North Atlantic Right Whale,341,5,30657,6131.4,15:53:35,17:35:46,23230,4646,17:11:01,25938,23:05:53,2708,541.6,75.2,412.6,54,46.29014396,53.70985604,11.2993874,9.285261408,38.77847794,61.22152206,0.202883354,0.218826458,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_032a,North Atlantic Right Whale,342,5,30657,6131.4,15:53:35,17:35:46,26891,5378.2,17:23:13,27911,23:38:46,1020,204,44,130.4,29.8,83.15377081,16.84622919,9.914037409,8.617872172,96.47239264,3.527607362,0.226249171,0.228423592,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_032a,North Atlantic Right Whale,343,5,30657,6131.4,15:53:35,17:35:46,29067,5813.4,17:30:28,29913,0:12:08,846,169.2,69.4,67.8,32.2,60.21251476,39.78748524,9.92605781,8.370475067,88.49557522,11.50442478,0.202170053,0.221351401,1.5,0.5,1.2,5904,3.054701295,263926.1919
