ID,CommonName,Dive Number,FS,Total Indices On Whale,Total Seconds on Whale,Deployment Start (Local Time),Deployment End (Local Time),Dive Start (Index),Seconds From Deployment Start,Dive Start (Local Time),Dive End (Index),Dive End (Local Time),Dive Time (Indices),Dive Time (s),Descending Time (s),Bottom Time (s),Ascending Time (s),Fluking Time (%),Non-Fluking Time (%),Max Depth (m),Mean Depth (m),Fluking During Bottom (%),Non-Fluking During Bottom (%),Dive Dominant Stroking Frequency (Hz),Bottom Dominant Stroking Frequency (Hz),Gape Area (AO),Posterior Opening (PO),Speed,Pressure Differential,Volume Flow Rate (m3 per s),Volume Per Day (Continuous Filtering)
eg06_028a,North Atlantic Right Whale,209,5,335250,67050,14:42:56,9:20:26,192065,38413,1:23:09,194736,20:48:32,2671,534.2,64.8,313.8,155.8,56.13772455,43.86227545,17.0669821,14.04344498,61.4404079,38.5595921,0.221135964,0.220937959,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,210,5,335250,67050,14:42:56,9:20:26,196643,39328.6,1:38:25,198731,21:55:07,2088,417.6,63.6,306.4,47.8,50.74198181,49.25801819,11.75749958,10.14607946,61.4229765,38.5770235,0.234441887,0.23120071,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,211,5,335250,67050,14:42:56,9:20:26,204365,40873,2:04:09,207273,0:17:29,2908,581.6,66.6,450.8,64.4,52.11412857,47.88587143,18.82589868,12.67591961,58.60692103,41.39307897,0.233527517,0.229535666,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,212,5,335250,67050,14:42:56,9:20:26,209013,41802.6,2:19:39,210498,1:11:14,1485,297,23.8,269.2,4.2,71.46702557,28.53297443,6.628450115,5.935081592,73.32838039,26.67161961,0.241459794,0.24229621,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,213,5,335250,67050,14:42:56,9:20:26,212280,42456,2:30:32,214916,2:24:52,2636,527.2,72,287.4,168,49.03299204,50.96700796,19.86700037,15.39363287,55.6019485,44.3980515,0.21738296,0.225472192,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,214,5,335250,67050,14:42:56,9:20:26,215983,43196.6,2:42:53,218148,3:18:44,2165,433,47.2,340.6,45.4,56.6943675,43.3056325,16.53723385,11.1725361,64.1221374,35.8778626,0.200919825,0.202412312,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,215,5,335250,67050,14:42:56,9:20:26,219613,43922.6,2:54:59,222154,4:25:30,2541,508.2,83.8,408,16.6,56.17623918,43.82376082,17.46863427,12.83685659,57.59803922,42.40196078,0.221141437,0.228259934,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,216,5,335250,67050,14:42:56,9:20:26,223242,44648.4,3:07:04,225686,5:24:22,2444,488.8,49.2,365,74.8,66.70756646,33.29243354,14.057589,10.83598823,69.26027397,30.73972603,0.218714971,0.227143319,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,217,5,335250,67050,14:42:56,9:20:26,227400,45480,3:20:56,230077,6:37:33,2677,535.4,43,410.4,82.2,49.8879761,50.1120239,13.38531452,11.09116167,58.04093567,41.95906433,0.217796197,0.218013602,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,218,5,335250,67050,14:42:56,9:20:26,231549,46309.8,3:34:46,233638,7:36:54,2089,417.8,42,353.4,22.6,61.53110048,38.46889952,8.474276742,7.227304976,59.13978495,40.86021505,0.24335963,0.245070027,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,219,5,335250,67050,14:42:56,9:20:26,235225,47045,3:47:01,237080,8:34:16,1855,371,68.4,259.4,43.4,61.4762931,38.5237069,15.78813463,10.89531476,73.70855821,26.29144179,0.214270276,0.224475848,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,220,5,335250,67050,14:42:56,9:20:26,238470,47694,3:57:50,241227,9:43:23,2757,551.4,69.6,459.6,22.4,54.74981871,45.25018129,14.21685253,11.28526533,51.21845083,48.78154917,0.19479699,0.194396371,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,221,5,335250,67050,14:42:56,9:20:26,247769,49553.8,4:28:50,250094,12:11:10,2325,465,64,300.6,100.6,63.54256234,36.45743766,13.34167278,10.57497383,68.19693945,31.80306055,0.216769593,0.22701134,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,222,5,335250,67050,14:42:56,9:20:26,252111,50422.2,4:43:18,254434,13:23:30,2323,464.6,53,306.4,105.4,50.4302926,49.5697074,14.99208371,11.14964901,59.1383812,40.8616188,0.208410387,0.202063688,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,223,5,335250,67050,14:42:56,9:20:26,256249,51249.8,4:57:06,258727,14:35:03,2478,495.6,51.4,392.4,52,57.11980637,42.88019363,14.56399566,12.16561274,52.85423038,47.14576962,0.20628472,0.209115698,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,224,5,335250,67050,14:42:56,9:20:26,263421,52684.2,5:21:00,264883,16:17:39,1462,292.4,50.2,147.6,94.8,58.85167464,41.14832536,14.90348349,12.2488678,76.69376694,23.30623306,0.214079729,0.224259971,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,225,5,335250,67050,14:42:56,9:20:26,267819,53563.8,5:35:40,270873,17:57:29,3054,610.8,65.8,509.8,35.4,59.14893617,40.85106383,14.40697094,11.21310133,62.9266379,37.0733621,0.225284304,0.230825901,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,226,5,335250,67050,14:42:56,9:20:26,276201,55240.2,6:03:36,278754,20:08:50,2553,510.6,67.6,364.8,78.4,54.81597494,45.18402506,14.11638056,10.72698414,55.92105263,44.07894737,0.216776667,0.223874885,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,227,5,335250,67050,14:42:56,9:20:26,280199,56039.8,6:16:56,281658,20:57:14,1459,291.8,55.6,150.8,85.6,41.16438356,58.83561644,13.76796414,11.6251652,23.60742706,76.39257294,0.254825084,0.23433584,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,228,5,335250,67050,14:42:56,9:20:26,284262,56852.4,6:30:28,286663,22:20:39,2401,480.2,61.6,408,10.8,57.32722731,42.67277269,16.31342604,13.1592456,59.55882353,40.44117647,0.223037408,0.223457533,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,229,5,335250,67050,14:42:56,9:20:26,290903,58180.6,6:52:37,293085,0:07:41,2182,436.4,71.6,302.4,62.6,73.4768667,26.5231333,16.32577049,14.3088911,82.14285714,17.85714286,0.199831518,0.207344641,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,230,5,335250,67050,14:42:56,9:20:26,294675,58935,7:05:11,295737,0:51:53,1062,212.4,40.6,142.6,29.4,58.32549389,41.67450611,12.53675808,9.839043957,54.83870968,45.16129032,0.183359535,0.199371331,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,231,5,335250,67050,14:42:56,9:20:26,298449,59689.8,7:17:46,299378,1:52:34,929,185.8,52.2,70,63.8,51.82795699,48.17204301,15.26488433,12.63123531,52,48,0.221744277,0.21971972,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,232,5,335250,67050,14:42:56,9:20:26,302456,60491.2,7:31:07,304309,3:14:45,1853,370.6,58.8,280.2,31.8,69.57928803,30.42071197,16.06427286,14.40539186,76.58815132,23.41184868,0.21681175,0.224053641,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,233,5,335250,67050,14:42:56,9:20:26,307826,61565.2,7:49:01,309909,4:48:05,2083,416.6,46.8,348,22,70.2975048,29.7024952,17.07630172,14.75681262,77.35632184,22.64367816,0.221539342,0.221852677,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,235,5,335250,67050,14:42:56,9:20:26,312913,62582.6,8:05:59,315152,6:15:28,2239,447.8,46.6,218,183.4,47.00892857,52.99107143,17.71040932,12.60318409,43.94495413,56.05504587,0.223848483,0.252607533,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,236,5,335250,67050,14:42:56,9:20:26,316396,63279.2,8:17:35,317656,6:57:12,1260,252,29.4,205.2,17.6,49.00872324,50.99127676,8.098155524,6.572087264,60.23391813,39.76608187,0.250661777,0.250661777,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,237,5,335250,67050,14:42:56,9:20:26,319668,63933.6,8:28:30,321804,8:06:20,2136,427.2,127.4,253.4,46.6,65.13804399,34.86195601,18.19991469,13.76830014,71.74427782,28.25572218,0.211110294,0.22544324,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg06_028a,North Atlantic Right Whale,238,5,335250,67050,14:42:56,9:20:26,331151,66230.2,9:06:46,331956,10:55:32,805,161,35,92.8,33.4,83.37468983,16.62531017,12.5625983,10.77952944,84.69827586,15.30172414,0.241041759,0.265037594,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_040a,North Atlantic Right Whale,239,5,27338,5467.6,17:25:33,18:56:41,1492,298.4,17:30:31,4276,18:36:49,2784,556.8,47.6,413.8,95.6,54.54219031,45.45780969,14.21790958,12.37323303,52.24746254,47.75253746,0.182682688,0.178292035,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_040a,North Atlantic Right Whale,240,5,27338,5467.6,17:25:33,18:56:41,5846,1169.2,17:45:02,7228,19:26:01,1382,276.4,59.4,145.2,72,83.8033261,16.1966739,13.58620543,10.94579504,81.81818182,18.18181818,0.188983614,0.185801837,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_040a,North Atlantic Right Whale,241,5,27338,5467.6,17:25:33,18:56:41,9452,1890.4,17:57:03,10522,20:20:55,1070,214,28.4,130.4,55.4,65.73295985,34.26704015,11.82055263,10.16659877,67.48466258,32.51533742,0.164796027,0.150937951,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_040a,North Atlantic Right Whale,242,5,27338,5467.6,17:25:33,18:56:41,11656,2331.2,18:04:24,12824,20:59:17,1168,233.6,54.4,145,34.4,82.72027374,17.27972626,12.71336021,10.51840889,79.03448276,20.96551724,0.168553636,0.182098083,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_040a,North Atlantic Right Whale,243,5,27338,5467.6,17:25:33,18:56:41,13031,2606.2,18:08:59,14979,21:35:12,1948,389.6,65.4,280.2,44.2,58.64545921,41.35454079,12.5450475,9.936293601,55.81727338,44.18272662,0.173858787,0.178924,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_040a,North Atlantic Right Whale,244,5,27338,5467.6,17:25:33,18:56:41,15890,3178,18:18:31,16810,22:05:43,920,184,51,68.4,64.8,67.64386536,32.35613464,14.83944395,11.6513443,85.38011696,14.61988304,0.186036145,0.215626785,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_040a,North Atlantic Right Whale,245,5,27338,5467.6,17:25:33,18:56:41,18146,3629.2,18:26:02,19962,22:58:15,1816,363.2,59.2,244.8,59.4,47.49587232,52.50412768,15.04056667,10.63198225,44.60784314,55.39215686,0.195185917,0.200690121,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_040a,North Atlantic Right Whale,246,5,27338,5467.6,17:25:33,18:56:41,22882,4576.4,18:41:49,24136,0:07:49,1254,250.8,44.4,101.4,105.2,43.02788845,56.97211155,15.24233814,12.49261962,11.24260355,88.75739645,0.168277597,0.178571429,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_041a,North Atlantic Right Whale,247,5,101950,20390,14:45:00,20:24:50,6899,1379.8,15:08:00,8089,16:59:49,1190,238,40.2,171,27,65.40722082,34.59277918,10.37459656,9.3225059,61.16959064,38.83040936,0.165483741,0.175240433,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_041a,North Atlantic Right Whale,248,5,101950,20390,14:45:00,20:24:50,8760,1752,15:14:12,9529,17:23:49,769,153.8,30.8,79.4,43.8,78.57142857,21.42857143,11.34492806,9.735722075,99.74811083,0.251889169,0.211596788,0.196548909,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_041a,North Atlantic Right Whale,249,5,101950,20390,14:45:00,20:24:50,10285,2057,15:19:17,11414,17:55:14,1129,225.8,57.2,136,32.8,75.13274336,24.86725664,10.90332572,9.757587461,70.73529412,29.26470588,0.196937778,0.208179362,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_041a,North Atlantic Right Whale,250,5,101950,20390,14:45:00,20:24:50,23102,4620.4,16:02:00,24000,21:25:00,898,179.6,50.2,108,21.6,88.20912125,11.79087875,8.979275945,8.037826687,85.55555556,14.44444444,0.142035933,0.137089283,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_041a,North Atlantic Right Whale,251,5,101950,20390,14:45:00,20:24:50,24276,4855.2,16:05:55,25381,21:48:01,1105,221,29.4,175,16.8,85.35262206,14.64737794,8.842666716,7.86219024,81.48571429,18.51428571,0.180313034,0.182585237,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_041a,North Atlantic Right Whale,252,5,101950,20390,14:45:00,20:24:50,28536,5707.2,16:20:07,29930,23:03:50,1394,278.8,35,230.4,13.6,80.14336918,19.85663082,9.252849786,7.677827627,82.03125,17.96875,0.190276769,0.184766992,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_041a,North Atlantic Right Whale,253,5,101950,20390,14:45:00,20:24:50,30075,6015,16:25:15,30453,23:12:33,378,75.6,29.8,23.6,22.4,84.43271768,15.56728232,9.383244364,8.35523643,100,0,0.163842711,0.153846154,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_047a,North Atlantic Right Whale,254,5,66180,13236,16:42:10,20:22:46,12837,2567.4,17:24:57,15903,21:07:13,3066,613.2,40.8,531,41.6,73.98108901,26.01891099,14.68861069,12.35195196,72.88135593,27.11864407,0.206693851,0.20721575,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_047a,North Atlantic Right Whale,255,5,66180,13236,16:42:10,20:22:46,16384,3276.8,17:36:47,18919,21:57:29,2535,507,81.2,308.6,117.4,69.16403785,30.83596215,18.22166455,14.75153473,64.87362281,35.12637719,0.237069399,0.198622697,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_047a,North Atlantic Right Whale,256,5,66180,13236,16:42:10,20:22:46,19459,3891.8,17:47:02,22403,22:55:33,2944,588.8,85,366.8,137.2,72.63157895,27.36842105,26.73284467,18.41814644,69.84732824,30.15267176,0.287275893,0.294574979,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_047a,North Atlantic Right Whale,257,5,66180,13236,16:42:10,20:22:46,23392,4678.4,18:00:08,25955,23:54:45,2563,512.6,115.8,344,53,75.35101404,24.64898596,27.87940446,20.1858147,80.11627907,19.88372093,0.245775932,0.241089722,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_047a,North Atlantic Right Whale,258,5,66180,13236,16:42:10,20:22:46,26551,5310.2,18:10:40,28928,0:44:18,2377,475.4,53.2,320.8,101.6,39.02439024,60.97560976,25.16641259,18.62451483,31.79551122,68.20448878,0.315798886,0.345783783,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_047a,North Atlantic Right Whale,259,5,66180,13236,16:42:10,20:22:46,30334,6066.8,18:23:17,32378,1:41:48,2044,408.8,64.6,226.2,118.2,76.52811736,23.47188264,28.77024931,20.8549875,66.48983201,33.51016799,0.332117335,0.332578437,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_047a,North Atlantic Right Whale,260,5,66180,13236,16:42:10,20:22:46,33536,6707.2,18:33:57,35422,2:32:32,1886,377.2,116.6,125,135.8,31.79650238,68.20349762,30.41575632,17.82864609,57.12,42.88,0.361072778,0.349295075,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_047a,North Atlantic Right Whale,261,5,66180,13236,16:42:10,20:22:46,37679,7535.8,18:47:46,39595,3:42:05,1916,383.2,83.4,195,105,65.0495566,34.9504434,29.63029088,15.27416154,83.17948718,16.82051282,0.323226146,0.32516893,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_047a,North Atlantic Right Whale,262,5,66180,13236,16:42:10,20:22:46,45949,9189.8,19:15:20,47429,5:52:39,1480,296,68,109.6,118.6,55.43551654,44.56448346,28.00549017,15.93773589,73.35766423,26.64233577,0.373380204,0.362102197,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_047a,North Atlantic Right Whale,263,5,66180,13236,16:42:10,20:22:46,47840,9568,19:21:38,48791,6:15:21,951,190.2,18.2,147.4,24.8,73.84453782,26.15546218,11.97145689,9.015462323,75.0339213,24.9660787,0.290370918,0.299581491,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_047a,North Atlantic Right Whale,264,5,66180,13236,16:42:10,20:22:46,53548,10709.6,19:40:40,54666,7:53:16,1118,223.6,87.6,23.4,112.8,18.31992851,81.68007149,23.33741328,14.69778765,0,100,0.356567523,NaN,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_047a,North Atlantic Right Whale,265,5,66180,13236,16:42:10,20:22:46,55078,11015.6,19:45:46,57002,8:32:12,1924,384.8,60.2,234.2,90.6,30.23376623,69.76623377,28.92206879,21.40777751,31.42613151,68.57386849,0.30701255,0.320373234,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_047a,North Atlantic Right Whale,266,5,66180,13236,16:42:10,20:22:46,58049,11609.8,19:55:40,60050,9:23:00,2001,400.2,69,265.2,66.2,51.54845155,48.45154845,28.85190724,23.35888231,56.0331825,43.9668175,0.304590321,0.29846537,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_047a,North Atlantic Right Whale,267,5,66180,13236,16:42:10,20:22:46,60788,12157.6,20:04:48,63062,10:13:12,2274,454.8,95.4,258.6,101,10.76923077,89.23076923,28.28064321,22.58276924,16.86001547,83.13998453,0.308714399,0.296064235,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_047a,North Atlantic Right Whale,268,5,66180,13236,16:42:10,20:22:46,63984,12796.8,20:15:27,65960,11:01:30,1976,395.2,73,125.6,196.8,15.52857865,84.47142135,29.9609411,19.72902233,3.025477707,96.97452229,0.32507024,NaN,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_056a,North Atlantic Right Whale,269,5,11482,2296.4,10:27:00,11:05:16,28032,5606.4,12:00:26,29384,18:36:44,1352,270.4,14.4,235,21.2,70.36215817,29.63784183,8.103700128,6.80804279,66.04255319,33.95744681,0.177672197,0.173082093,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_056a,North Atlantic Right Whale,270,5,11482,2296.4,10:27:00,11:05:16,30155,6031,12:07:31,31518,19:12:18,1363,272.6,53.4,179.8,39.6,68.76832845,31.23167155,8.864752504,7.740077033,66.29588432,33.70411568,0.181441969,0.164043797,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_056a,North Atlantic Right Whale,271,5,11482,2296.4,10:27:00,11:05:16,31948,6389.6,12:13:30,33655,19:47:55,1707,341.4,33.6,272.2,35.8,79.3911007,20.6088993,9.032076792,7.926986016,74.13666422,25.86333578,0.164797367,0.168741125,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_056a,North Atlantic Right Whale,272,5,11482,2296.4,10:27:00,11:05:16,34738,6947.6,12:22:48,36740,20:39:20,2002,400.4,38.6,337.2,24.8,72.64103844,27.35896156,9.641042293,7.610743019,67.4970344,32.5029656,0.164366897,0.16895427,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_056a,North Atlantic Right Whale,273,5,11482,2296.4,10:27:00,11:05:16,37540,7508,12:32:08,39755,21:29:35,2215,443,45.4,349.4,48.4,61.9133574,38.0866426,10.97172683,8.825646648,62.2209502,37.7790498,0.192646511,0.19639971,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_056a,North Atlantic Right Whale,274,5,11482,2296.4,10:27:00,11:05:16,40047,8009.4,12:40:29,40615,21:43:55,568,113.6,35.4,36,42.4,70.12302285,29.87697715,8.999913386,7.350308986,48.33333333,51.66666667,0.147458956,0.153846154,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_056a,North Atlantic Right Whale,275,5,11482,2296.4,10:27:00,11:05:16,41141,8228.2,12:44:08,42062,22:08:02,921,184.2,39.4,99.2,45.8,47.07158351,52.92841649,10.88126331,8.125521891,29.43548387,70.56451613,0.173047048,0.160010241,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_056a,North Atlantic Right Whale,276,5,11482,2296.4,10:27:00,11:05:16,42531,8506.2,12:48:46,45044,22:57:44,2513,502.6,44.2,423.8,34.8,63.04693715,36.95306285,10.27844487,8.615188153,61.58565361,38.41434639,0.180370668,0.181975461,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_056a,North Atlantic Right Whale,277,5,11482,2296.4,10:27:00,11:05:16,45842,9168.4,12:59:48,46884,23:28:24,1042,208.4,45,119.4,44.2,91.94630872,8.053691275,10.4219954,8.705626372,86.09715243,13.90284757,0.176427458,0.185266566,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_056a,North Atlantic Right Whale,278,5,11482,2296.4,10:27:00,11:05:16,49445,9889,13:11:49,50567,0:29:47,1122,224.4,34.2,151.2,39.2,71.86108638,28.13891362,10.26315505,7.864203194,76.58730159,23.41269841,0.163639239,0.15887351,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_056a,North Atlantic Right Whale,279,5,11482,2296.4,10:27:00,11:05:16,91173,18234.6,15:30:55,92705,12:12:05,1532,306.4,63,159.4,84.2,32.9419439,67.0580561,11.4632177,9.74406235,33.75156838,66.24843162,0.174115134,0.168973679,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_056a,North Atlantic Right Whale,280,5,11482,2296.4,10:27:00,11:05:16,94848,18969.6,15:43:10,97121,13:25:41,2273,454.6,49.6,381.4,23.8,6.332453826,93.66754617,9.737636835,7.343086859,7.551127425,92.44887257,0.216403162,0.216403162,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg14_056a,North Atlantic Right Whale,281,5,11482,2296.4,10:27:00,11:05:16,109146,21829.2,16:30:49,111758,17:29:38,2612,522.4,58.2,414.8,49.6,13.24148488,86.75851512,11.49351585,9.48587518,12.487946,87.512054,0.156411573,0.158201033,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,282,5,89927,17985.4,14:28:47,19:28:32,1176,235.2,14:32:42,3299,15:23:46,2123,424.6,49.8,308.8,66.2,49.29378531,50.70621469,13.84785978,12.22338844,46.0492228,53.9507772,0.17031014,0.172850712,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,283,5,89927,17985.4,14:28:47,19:28:32,4940,988,14:45:15,6844,16:22:51,1904,380.8,38.6,248.2,94.2,37.48031496,62.51968504,15.9526604,13.16684291,28.68654311,71.31345689,0.169851619,0.190108942,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,284,5,89927,17985.4,14:28:47,19:28:32,11479,2295.8,15:07:03,13415,18:12:22,1936,387.2,35.4,331,21,54.1559112,45.8440888,19.77200269,16.33000335,48.39879154,51.60120846,0.172671372,0.176793122,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,285,5,89927,17985.4,14:28:47,19:28:32,13504,2700.8,15:13:48,14489,18:30:16,985,197,23.2,135,39,77.07910751,22.92089249,19.82191959,15.8365653,67.7037037,32.2962963,0.169351267,0.183455398,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,286,5,89927,17985.4,14:28:47,19:28:32,14906,2981.2,15:18:28,16694,19:07:01,1788,357.6,27.6,265.8,64.4,64.84069312,35.15930688,17.60016859,14.58568868,58.9917231,41.0082769,0.167026409,0.181222251,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,287,5,89927,17985.4,14:28:47,19:28:32,17208,3441.6,15:26:09,18603,19:38:50,1395,279,90.2,146.4,42.6,49.49856734,50.50143266,18.65027301,13.89665782,46.8579235,53.1420765,0.166247174,0.182056813,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,288,5,89927,17985.4,14:28:47,19:28:32,19596,3919.2,15:34:06,22511,20:43:58,2915,583,58.6,477.6,47,28.18930041,71.81069959,10.26652602,8.800272024,29.18760469,70.81239531,0.160101168,0.161480589,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,289,5,89927,17985.4,14:28:47,19:28:32,23566,4713.2,15:47:20,26720,21:54:07,3154,630.8,41,540.8,49.2,51.69572108,48.30427892,17.65852982,14.60152509,45.89497041,54.10502959,0.15225606,0.15411624,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,290,5,89927,17985.4,14:28:47,19:28:32,27335,5467,15:59:54,29982,22:48:29,2647,529.4,33.8,454.4,41.4,53.32326284,46.67673716,15.54934228,13.36082456,55.19366197,44.80633803,0.17256185,0.175832021,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,291,5,89927,17985.4,14:28:47,19:28:32,30883,6176.6,16:11:44,33346,23:44:33,2463,492.6,36.2,336,120.6,47.07792208,52.92207792,14.46417284,12.49467402,42.5,57.5,0.154931505,0.153863171,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,292,5,89927,17985.4,14:28:47,19:28:32,35168,7033.6,16:26:01,38659,1:13:06,3491,698.2,41.8,563.2,93.4,31.64375716,68.35624284,15.27720635,13.50944003,25.85227273,74.14772727,0.183591411,0.184732429,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,293,5,89927,17985.4,14:28:47,19:28:32,39471,7894.2,16:40:21,42783,2:21:50,3312,662.4,46.4,559.6,56.6,42.55961364,57.44038636,16.38843725,12.8588521,40.85060758,59.14939242,0.187059185,0.187754887,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,294,5,89927,17985.4,14:28:47,19:28:32,43648,8729.6,16:54:17,46648,3:26:15,3000,600,61.6,458.6,80,37.05431523,62.94568477,15.31849681,13.23059609,37.3746184,62.6253816,0.161864163,0.163522713,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,295,5,89927,17985.4,14:28:47,19:28:32,47486,9497.2,17:07:04,51034,4:39:21,3548,709.6,67.8,593,49,30.00845309,69.99154691,13.09355947,9.660808989,29.13996627,70.86003373,0.168552139,0.165906936,1.5,0.5,1.2,5904,3.054701295,263926.1919
eg16_025a,North Atlantic Right Whale,296,5,89927,17985.4,14:28:47,19:28:32,51939,10387.8,17:21:55,53939,5:27:46,2000,400,52.2,270.4,77.6,38.23088456,61.76911544,16.24697042,13.85225958,32.17455621,67.82544379,0.160337124,0.164560356,1.5,0.5,1.2,5904,3.054701295,263926.1919
